url,text
http://www.bbc.co.uk/religion/0/,BBC Religion & Ethics
http://www.bbc.co.uk/religion/0/18395819,BBC Religion & Ethics - Bettany Hughes: Is religion good for women?
http://www.bbc.co.uk/religion/0/18395824,BBC Religion & Ethics - Who were the twelve disciples?
http://www.bbc.co.uk/religion/0/24924746,BBC Religion & Ethics - Doctor Who: Time travel through faith
http://www.bbc.co.uk/religion/0/27116504,BBC Religion & Ethics - Saint John Paul II: The magnificent enigma
http://www.bbc.co.uk/religion/0/22545309,BBC Religion & Ethics - The British women converting to Islam
http://www.bbc.co.uk/religion/0/22078377,BBC Religion & Ethics - Perspectives: A fishy dilemma?
http://www.bbc.co.uk/religion/0/24744499,BBC Religion & Ethics - Zwarte Piet: Is 'Black Pete' a racist Dutch ...
http://www.bbc.co.uk/religion/0/19718200,Archbishop of Canterbury: Who makes the final selection? - BBC.com
http://www.bbc.co.uk/religion/0/24549218,BBC Religion & Ethics - Sex appeal: Is it wrong to use it to get what ...
http://www.bbc.co.uk/religion/0/20972171,Perspectives: Genesis v Darwin - BBC
http://www.bbc.co.uk/religion/0/21924253,Pesach: A very different night - BBC.com
http://www.bbc.co.uk/religion/0/19192886,BBC Religion & Ethics - Profile: Jonathan Sacks
http://www.bbc.co.uk/religion/0/18884075,BBC Religion & Ethics - Coptic Church: Who is the Egyptian Pope?
http://www.bbc.co.uk/religion/0/20755401,Analysis: The end of the world? - BBC
http://www.bbc.co.uk/religion/0/26740099,BBC Religion & Ethics - The last Jews of Calcutta
http://www.bbc.co.uk/religion/0/23260381,Q&A: The ethics of organ donation - BBC
http://www.bbc.co.uk/religion/0/19354861,Chief Rabbi and atheist to debate - BBC
http://www.bbc.co.uk/religion/0/21235888,Memories of Kumbh Mela: The greatest show on Earth - BBC
http://www.bbc.co.uk/religion/0/22688824,The biblical task of Bible translation - BBC.com
http://www.bbc.co.uk/religion/0/23448808,Interest rates - What religions say - BBC
http://www.bbc.co.uk/religion/0/18490233,who were the Vestal Virgins? - BBC
http://www.bbc.co.uk/religion/0/22337834,Mocking faith - how far can you go? - BBC
